.2025-11-10 19:43:37,606 - main - INFO - 
2025-11-11 15:28:24,542 - main - INFO -      Retrieval:
2025-11-11 15:28:24,542 - main - INFO -        GET  /api/comparisons/{id}         Complete comparison
2025-11-11 15:28:24,542 - main - INFO -        POST /api/summary                  Rankings & analysis
2025-11-11 15:28:24,542 - main - INFO -        POST /api/key-differences          Unique items per provider
2025-11-11 15:28:24,542 - main - INFO -        POST /api/side-by-side             Top providers comparison
2025-11-11 15:28:24,543 - main - INFO -        POST /api/data-table               Sortable data grid
2025-11-11 15:28:24,543 - main - INFO -        POST /api/analytics                Charts & statistics
2025-11-11 15:28:24,543 - main - INFO -        POST /api/provider-cards           UI-ready summaries
2025-11-11 15:28:24,543 - main - INFO - 
2025-11-11 15:28:24,544 - main - INFO -      Management:
2025-11-11 15:28:24,544 - main - INFO -        GET  /api/comparisons/recent       Recent comparisons
2025-11-11 15:28:24,544 - main - INFO -        GET  /api/comparisons/search       Search by provider
2025-11-11 15:28:24,544 - main - INFO -        DELETE /api/comparisons/{id}       Delete comparison
2025-11-11 15:28:24,545 - main - INFO - 
2025-11-11 15:28:24,545 - main - INFO -      Documents (MongoDB):
2025-11-11 15:28:24,545 - main - INFO -        GET  /api/documents                All documents
2025-11-11 15:28:24,545 - main - INFO -        GET  /api/documents/{id}           Specific document
2025-11-11 15:28:24,545 - main - INFO -        GET  /api/documents/search/{q}     Search documents
2025-11-11 15:28:24,546 - main - INFO -        DELETE /api/documents/{id}         Delete document
2025-11-11 15:28:24,546 - main - INFO - 
2025-11-11 15:28:24,546 - main - INFO -      Diagnostics & Health:
2025-11-11 15:28:24,546 - main - INFO -        GET  /api/health                   System health
2025-11-11 15:28:24,546 - main - INFO -        GET  /api/status                   Detailed status
2025-11-11 15:28:24,546 - main - INFO -        GET  /api/diagnostics/comparison/{id}  Comparison diagnostics
2025-11-11 15:28:24,547 - main - INFO - 
2025-11-11 15:28:24,547 - main - INFO -   📊 AUTO-GENERATED SECTIONS:
2025-11-11 15:28:24,547 - main - INFO -      ✓ Summary with rankings & detailed analysis
2025-11-11 15:28:24,547 - main - INFO -      ✓ Key Differences (unique warranties, exclusions)
2025-11-11 15:28:24,548 - main - INFO -      ✓ Side-by-Side (top providers comparison matrix)
2025-11-11 15:28:24,548 - main - INFO -      ✓ Data Table (sortable, filterable)
2025-11-11 15:28:24,548 - main - INFO -      ✓ Analytics (premium charts, score charts, features)
2025-11-11 15:28:24,548 - main - INFO -      ✓ Provider Cards (UI-ready summaries)
2025-11-11 15:28:24,548 - main - INFO -      ✓ Extracted Quotes (full data with all benefits)
2025-11-11 15:28:24,549 - main - INFO - 
2025-11-11 15:28:24,549 - main - INFO -   🎯 WORKFLOW:
2025-11-11 15:28:24,549 - main - INFO -      1. Upload 1-10 PDFs → POST /api/compare-quotes
2025-11-11 15:28:24,549 - main - INFO -      2. Receive comparison_id + complete data
2025-11-11 15:28:24,549 - main - INFO -      3. Retrieve sections using comparison_id
2025-11-11 15:28:24,550 - main - INFO -      4. No re-upload needed!
2025-11-11 15:28:24,550 - main - INFO - 
2025-11-11 15:28:24,550 - main - INFO - ================================================================================
2025-11-11 15:28:24,550 - main - INFO -   ✅ Application started successfully!
2025-11-11 15:28:24,550 - main - INFO -   📚 API Docs: http://localhost:8000/docs
2025-11-11 15:28:24,550 - main - INFO -   📖 ReDoc: http://localhost:8000/redoc
2025-11-11 15:28:24,551 - main - INFO - ================================================================================
2025-11-11 15:28:24,551 - main - INFO - 
2025-11-11 15:28:24,551 - app.services.progress_tracker - INFO - 🔄 Starting progress cleanup task (interval: 300s)
2025-11-11 15:28:24,801 - main - INFO - 📥 GET /
2025-11-11 15:28:24,802 - main - INFO - 📤 GET / - 200 - 0.00s
2025-11-11 15:28:24,843 - main - INFO - 📥 GET /favicon.ico
2025-11-11 15:28:24,844 - main - INFO - 📤 GET /favicon.ico - 404 - 0.00s
2025-11-11 15:28:34,446 - main - INFO - 📥 GET /docs
2025-11-11 15:28:34,447 - main - INFO - 📤 GET /docs - 200 - 0.00s
2025-11-11 15:28:35,430 - main - INFO - 📥 GET /openapi.json
2025-11-11 15:28:35,439 - main - INFO - 📤 GET /openapi.json - 200 - 0.01s
2025-11-11 15:30:31,181 - main - INFO - 📥 GET /api/health
2025-11-11 15:30:31,182 - main - INFO - 📤 GET /api/health - 200 - 0.00s
2025-11-11 15:31:09,308 - main - INFO - 📥 GET /api/
2025-11-11 15:31:09,309 - main - INFO - 📤 GET /api/ - 200 - 0.00s
2025-11-11 15:41:49,796 - main - INFO - 📥 POST /api/compare-quotes
2025-11-11 15:41:49,815 - app.api.routes - INFO - 🔍 Checking user subscription for user: 690b5e52447df54e13f39f1e
2025-11-11 15:41:49,816 - app.services.user_subscription_service - INFO - 🔍 Searching for user with ID: 690b5e52447df54e13f39f1e
2025-11-11 15:41:49,817 - app.services.user_subscription_service - INFO - 📊 Database: hakem-ai-backend
2025-11-11 15:41:49,817 - app.services.user_subscription_service - INFO - 📊 Collection: users
2025-11-11 15:41:49,824 - app.services.user_subscription_service - INFO - ✅ Found user: john_doe (john.doe@example.com)
2025-11-11 15:41:49,825 - app.api.routes - WARNING - ❌ Comparison not allowed for user 690b5e52447df54e13f39f1e: Maximum 3 quotes per case allowed for your plan. You uploaded 4 files.
2025-11-11 15:41:49,826 - main - INFO - 📤 POST /api/compare-quotes - 403 - 0.03s
2025-11-11 15:41:55,626 - main - INFO - 📥 POST /api/compare-quotes
2025-11-11 15:41:55,631 - app.api.routes - INFO - 🔍 Checking user subscription for user: 690b5e52447df54e13f39f1e
2025-11-11 15:41:55,631 - app.services.user_subscription_service - INFO - 🔍 Searching for user with ID: 690b5e52447df54e13f39f1e
2025-11-11 15:41:55,631 - app.services.user_subscription_service - INFO - 📊 Database: hakem-ai-backend
2025-11-11 15:41:55,632 - app.services.user_subscription_service - INFO - 📊 Collection: users
2025-11-11 15:41:55,634 - app.services.user_subscription_service - INFO - ✅ Found user: john_doe (john.doe@example.com)
2025-11-11 15:41:55,636 - app.api.routes - INFO - ✅ User 690b5e52447df54e13f39f1e can perform comparison
2025-11-11 15:41:55,636 - app.api.routes - INFO -    - Remaining comparisons: 241
2025-11-11 15:41:55,637 - app.api.routes - INFO -    - Quotes per case: 3
2025-11-11 15:41:55,637 - app.api.routes - INFO -    - Files uploaded: 3
2025-11-11 15:41:55,638 - app.api.routes - INFO - 🆔 Generated comparison ID: cmp_1762875715_8918ec9e2cd2
2025-11-11 15:41:55,639 - app.services.progress_tracker - INFO - 📊 Progress initialized for job: job_10a49b775b49 (3 files)
2025-11-11 15:41:55,639 - app.api.routes - INFO - 📊 Initialized progress tracking: job_10a49b775b49
2025-11-11 15:41:55,640 - app.api.routes - INFO - 
======================================================================
2025-11-11 15:41:55,640 - app.api.routes - INFO - 📄 Processing: AL Salama Hospital - PAR - Liva.pdf
2025-11-11 15:41:55,640 - app.api.routes - INFO - ======================================================================
2025-11-11 15:41:55,642 - app.api.routes - INFO - 💾 Saved file: AL Salama Hospital - PAR - Liva.pdf → 7c92e6f7f0c24baf8bcc3ad7a0d2574b.pdf (331157 bytes)
2025-11-11 15:41:55,643 - app.api.routes - INFO - 📖 Extracting text from: AL Salama Hospital - PAR - Liva.pdf
2025-11-11 15:41:55,645 - app.services.pdf_extractor - INFO - Extracting text from PDF: uploads\7c92e6f7f0c24baf8bcc3ad7a0d2574b.pdf
2025-11-11 15:41:55,645 - app.api.routes - INFO - 
======================================================================
2025-11-11 15:41:55,737 - app.api.routes - INFO - 📄 Processing: AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:41:55,740 - app.api.routes - INFO - ======================================================================
2025-11-11 15:41:55,741 - app.api.routes - INFO - 💾 Saved file: AL Salama Hospital - PAR - Tawuniya.pdf → de90e02182114009bb019936a2491a0d.pdf (464206 bytes)
2025-11-11 15:41:55,766 - app.api.routes - INFO - 📖 Extracting text from: AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:41:55,774 - app.services.pdf_extractor - INFO - Successfully extracted 18289 characters from 8 pages
2025-11-11 15:41:55,775 - app.services.pdf_extractor - INFO - Extracting text from PDF: uploads\de90e02182114009bb019936a2491a0d.pdf
2025-11-11 15:41:55,775 - app.api.routes - INFO - 
======================================================================
2025-11-11 15:41:55,775 - app.api.routes - INFO - 📄 Processing: AL Salama Hospital - PAR - Chubb.pdf
2025-11-11 15:41:55,807 - app.api.routes - INFO - ======================================================================
2025-11-11 15:41:55,838 - app.services.pdf_extractor - INFO - Successfully extracted 14935 characters from 7 pages
2025-11-11 15:41:55,838 - app.api.routes - INFO - 💾 Saved file: AL Salama Hospital - PAR - Chubb.pdf → a955850ce2a745f1a9e08a1106636ce9.pdf (175401 bytes)
2025-11-11 15:41:55,839 - app.api.routes - INFO - 📖 Extracting text from: AL Salama Hospital - PAR - Chubb.pdf
2025-11-11 15:41:55,839 - app.services.pdf_extractor - INFO - Extracting text from PDF: uploads\a955850ce2a745f1a9e08a1106636ce9.pdf
2025-11-11 15:41:55,840 - app.api.routes - INFO - 🤖 Parsing with AI: AL Salama Hospital - PAR - Liva.pdf
2025-11-11 15:41:55,840 - app.services.ai_parser - INFO - 🔍 Stage 1: Entity identification for AL Salama Hospital - PAR - Liva.pdf
2025-11-11 15:41:55,864 - app.services.ai_parser - INFO - ✅ Detected insurer from filename: Liva Insurance (pattern: \bliva\b)
2025-11-11 15:41:55,889 - app.services.pdf_extractor - INFO - Successfully extracted 14268 characters from 7 pages
2025-11-11 15:41:55,890 - app.services.ai_parser - INFO - 🏢 Insurer (Insurance Company): Liva Insurance
2025-11-11 15:41:55,890 - app.services.ai_parser - INFO - 👤 Insured (Customer): No.  Description
2025-11-11 15:41:55,890 - app.services.ai_parser - INFO - 🔍 Stage 2: Document format detection
2025-11-11 15:41:55,891 - app.services.ai_parser - INFO - 📋 Detected format: LIVA
2025-11-11 15:41:56,009 - app.services.ai_parser - INFO - 🎯 Pre-extracted 7 sublimits
2025-11-11 15:41:56,010 - app.services.ai_parser - INFO - 🔍 Stage 3: Comprehensive extraction
2025-11-11 15:41:56,650 - app.api.routes - INFO - 🤖 Parsing with AI: AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:41:56,650 - app.services.ai_parser - INFO - 🔍 Stage 1: Entity identification for AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:41:56,651 - app.services.ai_parser - INFO - ✅ Detected insurer from filename: Tawuniya (pattern: \btawuniya\b)
2025-11-11 15:41:56,651 - app.services.ai_parser - INFO - 🏢 Insurer (Insurance Company): Tawuniya
2025-11-11 15:41:56,651 - app.services.ai_parser - INFO - 👤 Insured (Customer): M/s.  Mediclinic Al Murjan Hospital &/or Al Murjan Medical Centre Co. &/or Al Murjan
2025-11-11 15:41:56,652 - app.services.ai_parser - INFO - 🔍 Stage 2: Document format detection
2025-11-11 15:41:56,652 - app.services.ai_parser - INFO - 📋 Detected format: GENERIC
2025-11-11 15:41:56,811 - app.services.ai_parser - INFO - 🎯 Pre-extracted 1 sublimits
2025-11-11 15:41:56,811 - app.services.ai_parser - INFO - 🔍 Stage 3: Comprehensive extraction
2025-11-11 15:41:56,812 - app.api.routes - INFO - 🤖 Parsing with AI: AL Salama Hospital - PAR - Chubb.pdf
2025-11-11 15:41:56,812 - app.services.ai_parser - INFO - 🔍 Stage 1: Entity identification for AL Salama Hospital - PAR - Chubb.pdf
2025-11-11 15:41:56,813 - app.services.ai_parser - INFO - ✅ Detected insurer from filename: Chubb Arabia (pattern: \bchubb\b)
2025-11-11 15:41:56,813 - app.services.ai_parser - INFO - 🏢 Insurer (Insurance Company): Chubb Arabia
2025-11-11 15:41:56,814 - app.services.ai_parser - INFO - 👤 Insured (Customer): M/s. Mediclinic Al Murjan Hospital &/or Al Murjan Medical Centre Co. &/or Al Murjan Group
2025-11-11 15:41:56,814 - app.services.ai_parser - INFO - 🔍 Stage 2: Document format detection
2025-11-11 15:41:56,815 - app.services.ai_parser - INFO - 📋 Detected format: CHUBB
2025-11-11 15:41:56,894 - app.services.ai_parser - INFO - 🎯 Pre-extracted 3 sublimits
2025-11-11 15:41:56,895 - app.services.ai_parser - INFO - 🔍 Stage 3: Comprehensive extraction
2025-11-11 15:42:27,511 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-11 15:42:27,822 - app.services.ai_parser - INFO - ✅ Stage 3: JSON parsed successfully
2025-11-11 15:42:27,822 - app.services.ai_parser - INFO - 🔍 Stage 4: Extracting subjectivities and binding requirements
2025-11-11 15:42:27,926 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:27,927 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:36,891 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-11 15:42:37,149 - app.services.ai_parser - INFO - ✅ Stage 4: Subjectivities extracted
2025-11-11 15:42:37,149 - app.services.ai_parser - INFO - 🧮 Stage 5: Calculations and tier detection
2025-11-11 15:42:37,150 - app.services.ai_parser - INFO - 🔄 Rate: '0.38‰ (Per Mille)' → '0.38‰'
2025-11-11 15:42:37,151 - app.services.ai_parser - INFO - 💰 Calculated: 594567.88 from SI: 1564652306.0 × Rate: 0.38‰ (Per Mille)
2025-11-11 15:42:37,151 - app.services.ai_parser - INFO - ✅ Applicable deductibles: MD: N/A
2025-11-11 15:42:37,151 - app.services.ai_parser - INFO - 🎯 Stage 6: Analysis and scoring
2025-11-11 15:42:37,151 - app.services.ai_parser - INFO - 📊 Counts: 0 benefits, 24 exclusions, 13 warranties, 5 extensions
2025-11-11 15:42:44,115 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-11 15:42:44,117 - app.services.ai_parser - INFO - ✅ Stage 6 complete - Score: 70.0
2025-11-11 15:42:44,118 - app.services.ai_parser - INFO - 📦 Assembling final data structure
2025-11-11 15:42:44,118 - app.services.ai_parser - INFO - 
2025-11-11 15:42:44,118 - app.services.ai_parser - INFO - ======================================================================
2025-11-11 15:42:44,119 - app.services.ai_parser - INFO - ✅ EXTRACTION COMPLETE - AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:42:44,119 - app.services.ai_parser - INFO - ======================================================================
2025-11-11 15:42:44,119 - app.services.ai_parser - INFO - 🏢 Insurer: Tawuniya
2025-11-11 15:42:44,119 - app.services.ai_parser - INFO - 👤 Insured: M/s.  Mediclinic Al Murjan Hospital &/or Al Murjan Medical Centre Co. &/or Al Murjan
2025-11-11 15:42:44,120 - app.services.ai_parser - INFO - 💰 Premium: SAR 594,567.87
2025-11-11 15:42:44,120 - app.services.ai_parser - INFO - 📊 Rate: 0.38‰
2025-11-11 15:42:44,120 - app.services.ai_parser - INFO - 🎯 Score: 70.0/100
2025-11-11 15:42:44,120 - app.services.ai_parser - INFO - 📏 Quality: 92.3/100
2025-11-11 15:42:44,121 - app.services.ai_parser - INFO - 🔧 Deductible: MD: N/A
2025-11-11 15:42:44,121 - app.services.ai_parser - INFO - ⏰ Validity: 15 days from date shown
2025-11-11 15:42:44,121 - app.services.ai_parser - INFO - 💼 Brokerage: 15%
2025-11-11 15:42:44,121 - app.services.ai_parser - INFO - 
2025-11-11 15:42:44,122 - app.services.ai_parser - INFO - 📦 Extracted:
2025-11-11 15:42:44,122 - app.services.ai_parser - INFO -    ✓ Benefits: 0
2025-11-11 15:42:44,122 - app.services.ai_parser - INFO -    ✓ Exclusions: 24
2025-11-11 15:42:44,122 - app.services.ai_parser - INFO -    ✓ Warranties: 13
2025-11-11 15:42:44,122 - app.services.ai_parser - INFO -    ✓ Extensions: 5
2025-11-11 15:42:44,123 - app.services.ai_parser - INFO -    ✓ Subjectivities: 4
2025-11-11 15:42:44,123 - app.services.ai_parser - INFO - ======================================================================
2025-11-11 15:42:44,134 - app.services.mongodb_service_enhanced - INFO - ✅ Saved individual PDF: de90e02182114009bb019936a2491a0d.pdf → 69135974b895600e98fa8a9b
2025-11-11 15:42:44,135 - app.api.routes - INFO - ✅ Saved individual PDF to MongoDB: 69135974b895600e98fa8a9b
2025-11-11 15:42:44,142 - app.services.user_documents_service - INFO - ✅ Saved user document: AL Salama Hospital - PAR - Tawuniya.pdf → 69135974b895600e98fa8a9c (464206 bytes)
2025-11-11 15:42:44,142 - app.api.routes - INFO - ✅ Saved user document: AL Salama Hospital - PAR - Tawuniya.pdf → 69135974b895600e98fa8a9c
2025-11-11 15:42:44,142 - app.api.routes - INFO - ✅ Successfully processed: AL Salama Hospital - PAR - Tawuniya.pdf
2025-11-11 15:42:44,950 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:44,951 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:46,247 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:46,249 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:46,781 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:46,782 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:47,379 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:47,380 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:47,587 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:47,588 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:47,763 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:47,765 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:47,957 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:47,958 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:48,120 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:48,121 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:48,272 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:48,273 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:48,428 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:48,430 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:48,571 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:48,572 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:48,751 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:48,752 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:49,038 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:49,038 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:49,250 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:49,251 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:49,439 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:49,440 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:49,644 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:49,644 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:49,857 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:49,858 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:50,140 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:50,140 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:50,335 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:50,336 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:50,532 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:50,533 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:50,714 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:50,715 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:50,881 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:50,882 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:51,046 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:51,048 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:51,234 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:51,235 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
2025-11-11 15:42:51,417 - main - INFO - 📥 GET /api/progress/job_10a49b775b49
2025-11-11 15:42:51,417 - main - INFO - 📤 GET /api/progress/job_10a49b775b49 - 200 - 0.00s
